Valor1,Codigo_Operador,Valor2,Resultado
23,1,96,-73
40,2,54,2160
33,2,87,2871
50,3,28,1.786
47,0,78,125
22,1,70,-48
64,1,12,52
85,3,77,1.104
24,1,97,-73
84,2,52,4368
24,3,89,0.27
37,0,38,75
88,1,2,86
75,3,63,1.19
27,1,8,19
55,0,9,64
65,1,13,52
44,2,18,792
67,3,79,0.848
29,1,35,-6
23,1,29,-6
2,0,11,13
75,3,2,37.5
21,2,41,861
84,2,77,6468
7,0,12,19
86,0,91,177
22,1,3,19
84,1,37,47
24,1,30,-6
33,0,93,126
71,3,60,1.183
43,2,45,1935
38,0,94,132
97,0,39,136
46,1,62,-16
98,3,67,1.463
1,2,6,6
83,3,48,1.729
85,3,94,0.904
49,0,42,91
71,0,87,158
94,3,47,2.0
82,3,49,1.673
8,0,68,76
77,3,6,12.833
17,2,59,1003
100,3,38,2.632
2,2,79,158
58,1,18,40
11,2,94,1034
100,3,29,3.448
17,0,98,115
19,0,16,35
80,0,62,142
10,2,18,180
1,2,73,73
59,2,39,2301
39,3,4,9.75
88,0,55,143
57,2,39,2223
94,0,2,96
51,1,49,2
23,3,74,0.311
92,3,86,1.07
86,1,46,40
80,3,60,1.333
79,3,10,7.9
80,1,40,40
72,0,81,153
57,0,40,97
99,0,3,102
31,3,95,0.326
44,1,62,-18
13,1,70,-57
67,2,66,4422
15,2,36,540
19,0,83,102
10,1,66,-56
43,1,36,7
81,1,41,40
66,0,77,143
9,0,43,52
7,1,58,-51
74,3,46,1.609
4,1,50,-46
65,2,85,5525
27,0,14,41
91,0,22,113
77,2,73,5621
42,2,13,546
2,1,53,-51
99,0,70,169
51,0,85,136
100,1,65,35
13,1,3,10
28,3,39,0.718
58,0,96,154
3,1,93,-90
16,2,58,928
34,3,24,1.417
55,3,79,0.696
82,0,26,108
82,3,2,41.0
46,2,98,4508
35,3,22,1.591
24,3,87,0.276
83,3,76,1.092
65,2,49,3185
69,0,44,113
19,3,28,0.679
91,3,61,1.492
59,0,4,63
4,3,7,0.571
62,3,6,10.333
56,3,5,11.2
36,2,62,2232
45,2,92,4140
39,0,18,57
100,2,39,3900
82,0,93,175
81,3,4,20.25
34,3,92,0.37
99,3,68,1.456
61,0,30,91
83,0,75,158
84,2,56,4704
27,2,36,972
21,1,10,11
54,2,18,972
25,3,75,0.333
42,2,8,336
16,2,84,1344
32,1,76,-44
30,0,15,45
15,3,89,0.169
76,2,95,7220
67,1,73,-6
53,0,49,102
59,3,95,0.621
36,3,38,0.947
79,3,43,1.837
61,3,2,30.5
80,2,12,960
61,0,97,158
10,2,15,150
70,3,73,0.959
73,2,43,3139
71,0,8,79
94,1,100,-6
32,1,9,23
91,0,80,171
67,1,6,61
31,0,71,102
64,2,96,6144
57,1,96,-39
11,2,49,539
68,2,54,3672
82,2,73,5986
89,1,95,-6
6,2,71,426
64,1,2,62
86,2,20,1720
78,3,23,3.391
54,3,92,0.587
55,1,99,-44
61,1,63,-2
1,0,45,46
52,1,91,-39
62,3,30,2.067
71,3,94,0.755
78,3,40,1.95
59,3,10,5.9
97,3,87,1.115
24,3,88,0.273
43,2,7,301
60,1,37,23
83,2,48,3984
13,0,50,63
1,3,100,0.01
72,0,2,74
85,2,24,2040
56,1,58,-2
3,2,24,72
48,2,39,1872
24,2,2,48
14,0,94,108
37,3,76,0.487
63,0,61,124
84,3,69,1.217
80,0,50,130
55,1,32,23
99,2,67,6633
81,0,32,113
19,1,54,-35
52,1,24,28
16,1,46,-30
72,3,69,1.043
26,1,72,-46
86,0,33,119
89,0,80,169
76,2,11,836
22,2,82,1804
33,0,35,68
20,3,64,0.312
51,0,6,57
12,2,26,312
94,0,81,175
79,2,15,1185
2,2,24,48
88,2,23,2024
30,1,39,-9
36,2,22,792
81,0,99,180
91,1,47,44
26,1,5,21
85,1,41,44
74,2,71,5254
7,0,21,28
86,0,100,186
27,2,61,1647
11,0,57,68
50,1,64,-14
97,0,48,145
70,3,46,1.522
82,0,14,96
22,1,40,-18
68,3,2,34.0
44,0,50,94
3,0,76,79
94,2,62,5828
71,2,14,994
29,3,40,0.725
13,3,1,13.0
8,0,77,85
46,1,99,-53
76,1,65,11
24,2,59,1416
40,1,87,-47
19,0,25,44
73,1,57,16
41,0,70,111
83,0,63,146
74,2,2,148
37,1,79,-42
46,2,55,2530
38,2,46,1748
86,2,63,5418
100,2,67,6700
39,0,97,136
1,2,82,82
88,0,64,152
3,1,83,-80
90,3,7,12.857
41,1,88,-47
50,2,21,1050
46,1,32,14
72,3,78,0.923
22,3,47,0.468
94,0,11,105
92,1,81,11
71,3,87,0.816
14,0,91,105
45,2,89,4005
13,2,73,949
99,0,12,111
22,2,93,2046
40,1,20,20
96,1,90,6
58,0,38,96
19,0,92,111
13,3,11,1.182
37,1,12,25
87,1,76,11
32,1,88,-56
66,0,86,152
3,1,16,-13
41,1,21,20
3,2,16,48
36,3,80,0.45
91,0,31,122
92,1,14,78
98,2,4,392
43,1,73,-30
96,3,44,2.182
61,2,23,1403
99,0,79,178
96,1,23,73
7,1,95,-88
36,0,60,96
62,2,92,5704
14,1,1,13
87,1,9,78
90,3,18,5.0
52,2,52,2704
81,3,6,13.5
6,1,69,-63
94,1,95,-1
34,3,34,1.0
79,2,8,632
2,1,90,-88
47,0,8,55
10,3,40,0.25
69,0,53,122
45,3,30,1.5
33,3,68,0.485
47,3,87,0.54
19,3,100,0.19
50,0,91,141
83,3,20,4.15
10,1,36,-26
43,1,6,37
29,3,29,1.0
7,1,28,-21
94,1,90,4
40,3,92,0.435
80,0,1,81
39,0,27,66
6,1,2,4
2,1,23,-21
100,1,35,65
47,0,75,122
77,2,99,7623
26,0,12,38
14,2,93,1302
48,0,57,105
35,2,38,1330
97,1,31,66
61,2,54,3294
61,1,53,8
94,1,23,71
44,2,59,2596
21,1,47,-26
21,3,4,5.25
64,3,61,1.049
35,3,98,0.357
57,1,19,38
47,3,59,0.797
56,1,48,8
67,3,92,0.728
43,3,85,0.506
71,0,17,88
26,0,79,105
6,3,10,0.6
95,2,13,1235
31,0,80,111
20,1,84,-64
84,3,3,28.0
85,1,53,32
58,2,80,4640
49,1,75,-26
19,3,73,0.26
34,2,59,2006
15,1,79,-64
49,0,39,88
1,0,54,55
50,0,21,71
12,1,71,-59
39,2,52,2028
51,3,95,0.537
31,1,69,-38
64,1,39,25
89,0,22,111
9,1,63,-54
48,2,82,3936
71,2,82,5822
75,1,5,70
20,1,17,3
88,3,41,2.146
72,0,11,83
19,0,13,32
27,1,35,-8
41,0,58,99
7,2,83,581
10,2,30,300
63,0,70,133
98,2,71,6958
22,2,18,396
80,0,59,139
23,1,56,-33
29,3,73,0.397
81,0,41,122
94,2,77,7238
59,2,50,2950
15,1,12,3
28,0,43,71
52,3,9,5.778
56,2,14,784
31,1,2,29
22,1,30,-8
13,2,14,182
76,2,22,1672
89,0,89,178
84,1,64,20
78,1,58,20
63,3,26,2.423
33,0,44,77
7,3,79,0.089
42,1,80,-38
33,2,79,2607
5,3,95,0.053
72,0,78,150
41,2,64,2624
51,0,15,66
19,2,80,1520
46,2,12,552
3,0,18,21
92,2,67,6164
35,3,99,0.354
64,0,64,128
45,1,21,24
100,3,74,1.351
11,0,66,77
42,1,13,29
2,2,65,130
40,3,19,2.105
79,3,39,2.026
51,0,82,133
55,2,26,1430
46,1,22,24
82,0,23,105
72,3,6,12.0
83,0,5,88
6,2,36,216
3,0,85,88
27,2,83,2241
69,2,93,6417
24,3,25,0.96
19,3,74,0.257
1,3,54,0.019
8,0,86,94
17,3,95,0.179
14,0,33,47
70,1,41,29
100,3,41,2.439
80,1,67,13
28,2,42,1176
36,1,45,-9
61,0,27,88
83,0,72,155
65,2,86,5590
33,1,37,-4
4,2,69,276
12,2,100,1200
44,2,44,1936
26,2,44,1144
66,0,28,94
88,0,73,161
51,1,9,42
94,0,20,114
16,2,89,1424
88,1,39,49
73,1,94,-21
31,0,1,32
59,3,33,1.788
53,0,46,99
96,2,4,384
83,2,55,4565
93,2,75,6975
98,3,56,1.75
44,1,22,22
1,1,93,-92
73,2,32,2336
39,1,98,-59
62,3,66,0.939
58,0,47,105
55,3,62,0.887
75,3,85,0.882
2,2,99,198
94,2,84,7896
66,0,95,161
99,1,24,75
76,1,35,41
64,3,37,1.73
40,1,57,-17
23,3,26,0.885
21,2,51,1071
38,2,88,3344
1,1,26,-25
39,1,31,8
36,0,69,105
3,1,53,-50
100,0,77,177
60,3,74,0.811
81,3,59,1.373
40,3,4,10.0
66,2,11,726
58,1,55,3
47,0,17,64
96,1,60,36
6,0,43,49
75,3,81,0.926
54,1,76,-22
73,0,98,171
87,1,46,41
90,1,48,42
73,2,100,7300
56,3,41,1.366
78,0,99,177
20,3,97,0.206
15,3,91,0.165
17,1,72,-55
18,2,45,810
52,2,75,3900
39,0,36,75
18,3,42,0.429
20,0,74,94
43,3,9,4.778
67,3,93,0.72
86,0,30,116
47,0,84,131
26,0,21,47
54,1,9,45
86,1,83,3
41,3,58,0.707
90,3,37,2.432
93,2,86,7998
38,0,33,71
85,2,18,1530
89,2,7,623
17,1,5,12
29,3,19,1.526
6,2,63,378
24,3,69,0.348
45,1,100,-55
44,3,71,0.62
77,3,80,0.963
4,1,87,-83
97,1,68,29
42,1,92,-50
44,3,18,2.444
23,2,34,782
82,2,5,410
61,1,90,-29
94,1,60,34
50,2,9,450
71,0,26,97
98,2,36,3528
74,3,22,3.364
8,0,7,15
26,0,88,114
63,2,61,3843
40,2,47,1880
60,1,64,-4
84,3,76,1.105
64,3,38,1.684
31,0,89,120
57,1,56,1
18,1,80,-62
16,0,55,71
38,0,100,138
56,1,85,-29
36,3,5,7.2
89,1,55,34
17,0,37,54
97,0,45,142
79,3,22,3.591
6,2,28,168
55,1,59,-4
97,1,1,96
79,1,88,-9
12,3,44,0.273
19,1,81,-62
61,1,23,38
52,1,51,1
49,0,48,97
1,0,63,64
33,3,15,2.2
50,0,30,80
35,2,54,1890
27,3,98,0.276
66,3,84,0.786
56,2,28,1568
89,0,31,120
9,2,27,243
18,1,13,5
56,1,18,38
32,3,71,0.451
72,0,20,92
19,0,22,41
73,3,99,0.737
20,0,4,24
79,1,21,58
19,1,14,5
81,3,87,0.931
81,0,50,131
24,2,95,2280
75,1,42,33
28,0,52,80
59,3,57,1.035
89,0,98,187
11,0,8,19
74,1,16,58
33,0,53,86
38,1,38,0
72,0,87,159
99,0,9,108
51,0,24,75
61,2,1,61
93,2,97,9021
14,2,74,1036
21,2,15,315
79,2,55,4345
28,3,44,0.636
98,3,22,4.455
3,0,27,30
97,3,86,1.128
48,3,29,1.655
11,0,75,86
87,2,30,2610
84,2,13,1092
51,0,91,142
62,2,57,3534
66,1,66,0
99,1,36,63
48,3,89,0.539
10,3,52,0.192
51,2,46,2346
63,1,58,5
48,2,11,528
83,0,14,97
100,2,48,4800
64,3,73,0.877
70,2,100,7000
3,0,94,97
14,2,55,770
100,2,87,8700
56,3,78,0.718
57,2,14,798
91,3,4,22.75
90,3,32,2.812
46,3,40,1.15
38,3,97,0.392
15,2,16,240
10,3,59,0.169
11,3,70,0.157
67,2,75,5025
4,3,60,0.067
11,2,28,308
27,3,11,2.455
27,3,99,0.273
76,1,25,51
60,2,92,5520
64,3,36,1.778
71,3,83,0.855
40,1,47,-7
61,0,36,97
20,0,62,82
23,0,79,102
16,2,2,32
37,3,48,0.771
39,1,21,18
45,3,44,1.023
72,1,60,12
92,1,41,51
1,3,72,0.014
43,3,30,1.433
36,1,82,-46
31,0,10,41
39,2,17,663
53,0,55,108
31,2,3,93
36,0,11,47
50,3,86,0.581
58,0,56,114
27,3,7,3.857
32,1,48,-16
68,2,7,476
53,2,50,2650
26,1,42,-16
21,3,18,1.167
70,3,2,35.0
88,1,76,12
28,1,69,-41
86,2,31,2666
11,2,30,330
34,3,95,0.358
19,2,39,741
59,1,4,55
73,0,40,113
16,0,6,22
95,0,85,180
4,3,95,0.042
10,1,63,-53
16,2,28,448
51,2,61,3111
51,3,16,3.188
77,3,23,3.348
13,1,97,-84
86,2,80,6880
96,3,36,2.667
10,3,53,0.189
12,2,89,1068
44,3,36,1.222
61,3,44,1.386
47,0,26,73
6,0,52,58
79,3,78,1.013
51,2,29,1479
10,2,42,420
82,3,46,1.783
21,1,74,-53
63,0,67,130
13,1,30,-17
69,3,53,1.302
24,2,25,600
43,0,81,124
93,1,93,0
39,2,6,234
99,2,30,2970
1,3,22,0.045
90,1,85,5
26,0,30,56
93,2,66,6138
33,0,41,74
24,1,15,9
21,1,7,14
38,0,42,80
53,1,81,-28
30,3,29,1.034
47,1,75,-28
85,1,80,5
81,2,17,1377
11,1,97,-86
73,3,67,1.09
31,2,88,2728
93,1,26,67
12,2,27,324
46,3,31,1.484
67,2,98,6566
48,1,76,-28
90,1,18,72
7,2,44,308
12,1,98,-86
8,0,16,24
99,2,89,8811
75,0,71,146
27,0,86,113
85,2,23,1955
34,2,68,2312
20,1,44,-24
53,1,14,39
14,1,38,-24
83,2,73,6059
47,1,8,39
32,3,22,1.455
17,0,46,63
85,1,13,72
11,1,30,-19
67,1,100,-33
49,1,35,14
98,0,43,141
41,0,9,50
14,2,75,1050
73,3,36,2.028
45,0,45,90
15,1,39,-24
48,1,9,39
79,2,95,7505
1,0,72,73
12,1,31,-19
71,1,67,4
8,0,83,91
61,2,65,3965
55,1,96,-41
34,1,63,-29
67,1,33,34
59,0,76,135
19,0,31,50
90,3,80,1.125
16,3,21,0.762
77,0,47,124
20,0,13,33
44,2,85,3740
9,2,88,792
57,2,59,3363
81,0,59,140
42,3,83,0.506
58,3,80,0.725
72,3,62,1.161
27,3,19,1.421
85,0,95,180
39,2,75,2925
94,2,92,8648
38,3,36,1.056
15,2,73,1095
55,1,29,26
90,3,38,2.368
36,2,54,1944
100,3,85,1.176
19,1,51,-32
33,2,100,3300
95,2,60,5700
99,0,18,117
51,0,33,84
37,0,98,135
38,2,10,380
87,2,53,4611
77,1,61,16
3,0,36,39
30,3,62,0.484
96,2,100,9600
40,2,23,920
11,2,75,825
25,2,10,250
35,1,71,-36
11,0,84,95
68,1,41,27
70,1,68,2
93,0,63,156
65,2,70,4550
100,0,74,174
72,1,50,22
36,1,72,-36
27,2,47,1269
83,0,23,106
34,3,99,0.343
8,2,75,600
35,3,36,0.972
35,1,4,31
53,3,63,0.841
70,1,1,69
27,1,72,-45
33,3,48,0.688
65,1,77,-12
13,2,57,741
29,1,99,-70
79,0,78,157
36,1,5,31
81,2,37,2997
61,0,45,106
85,2,63,5355
66,2,13,858
23,0,88,111
84,0,79,163
22,1,67,-45
24,1,94,-70
18,2,52,936
11,3,44,0.25
76,1,62,14
91,1,7,84
21,1,86,-65
38,3,12,3.167
57,3,93,0.613
31,0,19,50
91,3,13,7.0
53,2,37,1961
1,1,53,-52
4,3,92,0.043
98,3,47,2.085
44,3,8,5.5
33,3,88,0.375
84,1,34,50
65,0,1,66
68,0,48,116
58,1,82,-24
80,2,14,1120
87,1,73,14
31,0,86,117
73,0,49,122
88,2,43,3784
95,0,94,189
91,3,34,2.676
91,2,91,8281
63,0,9,72
25,2,1,25
57,3,40,1.425
25,0,52,77
20,2,8,160
58,2,21,1218
9,2,54,486
59,2,44,2596
12,3,20,0.6
1,0,60,61
43,0,23,66
65,0,68,133
58,1,15,43
52,1,9,43
39,3,6,6.5
1,3,61,0.016
54,1,36,18
87,1,6,81
44,2,70,3080
93,1,16,77
52,0,53,105
18,3,57,0.316
59,3,75,0.787
56,0,72,128
5,2,94,470
17,1,32,-15
43,1,100,-57
87,2,5,435
13,3,40,0.325
24,3,80,0.3
78,1,97,-19
43,0,90,133
86,1,43,43
80,1,37,43
32,2,21,672
33,0,50,83
75,0,13,88
44,1,59,-15
13,1,67,-54
33,2,85,2805
30,0,75,105
45,3,73,0.616
81,2,31,2511
38,2,11,418
98,3,44,2.227
27,3,88,0.307
50,3,12,4.167
91,2,90,8190
43,1,33,10
35,0,76,111
26,2,89,2314
7,1,55,-48
14,2,17,238
45,1,60,-15
78,1,30,48
4,1,47,-43
41,2,40,1640
3,0,24,27
6,3,4,1.5
67,0,32,99
24,3,10,2.4
100,1,62,38
75,0,80,155
27,0,95,122
73,3,48,1.521
18,1,40,-22
93,0,51,144
34,2,8,272
4,3,61,0.066
36,2,94,3384
17,0,55,72
98,0,52,150
83,0,11,94
49,3,35,1.4
79,1,48,31
45,0,54,99
67,0,99,166
65,2,35,2275
4,3,100,0.04
64,2,54,3456
93,3,8,11.625
75,1,69,6
20,1,81,-61
10,3,92,0.109
47,1,45,2
64,3,80,0.8
45,3,80,0.562
54,0,84,138
95,2,14,1330
87,3,41,2.122
99,2,2,198
15,0,28,43
94,3,26,3.615
15,1,76,-61
53,3,92,0.576
51,3,44,1.159
76,0,74,150
18,3,67,0.269
77,0,56,133
76,2,20,1520
67,2,83,5561
75,1,2,73
33,3,1,33.0
34,1,100,-66
67,1,70,-3
29,0,59,88
94,3,69,1.362
95,0,15,110
64,1,66,-2
66,1,93,-27
56,2,42,2352
64,3,26,2.462
100,0,16,116
62,2,1,62
55,0,78,133
35,3,8,4.375
60,0,79,139
83,2,51,4233
34,1,33,1
7,0,81,88
13,3,12,1.083
36,3,9,4.0
100,2,76,7600
31,1,29,2
24,2,99,2376
66,1,26,40
18,3,86,0.209
59,3,92,0.641
78,0,38,116
100,0,83,183
32,3,23,1.391
71,2,83,5893
79,0,20,99
18,0,29,47
29,3,68,0.426
52,1,88,-36
42,3,5,8.4
26,2,21,546
68,1,78,-10
23,1,16,7
91,2,7,637
87,0,68,155
99,2,80,7920
58,2,50,2900
38,2,52,1976
10,2,54,540
72,1,87,-15
84,1,24,60
53,3,35,1.514
53,0,6,59
81,2,51,4131
71,3,15,4.733
57,0,42,99
96,3,50,1.92
79,0,87,166
18,0,96,114
28,3,20,1.4
26,1,69,-43
68,1,11,57
84,0,88,172
82,1,97,-15
26,0,27,53
90,0,35,125
72,1,20,52
70,0,91,161
36,1,42,-6
88,2,8,704
74,3,45,1.644
30,1,36,-6
96,3,47,2.043
98,3,55,1.782
32,2,44,1408
8,2,88,704
35,2,4,140
37,2,54,1998
84,3,59,1.424
23,3,50,0.46
32,2,32,1024
91,1,44,47
26,1,2,24
38,3,82,0.463
71,2,47,3337
34,3,64,0.531
88,1,36,52
82,1,30,52
1,0,2,3
52,2,63,3276
68,0,57,125
89,3,45,1.978
12,1,56,-44
46,2,93,4278
50,1,61,-11
60,2,76,4560
73,0,58,131
9,1,48,-39
98,3,13,7.538
2,3,53,0.038
90,3,59,1.525
32,0,84,116
13,1,57,-44
36,2,91,3276
43,0,32,75
65,0,77,142
53,3,32,1.656
10,2,67,670
64,3,33,1.939
40,1,84,-44
52,0,62,114
79,1,60,19
73,1,54,19
59,0,73,132
38,3,69,0.551
37,1,76,-39
75,1,81,-6
23,3,57,0.404
20,3,38,0.526
73,3,41,1.78
3,1,80,-77
45,2,9,405
43,0,99,142
93,1,53,40
70,0,21,91
22,0,36,58
28,2,88,2464
47,3,27,1.741
92,2,69,6348
90,0,93,183
75,0,22,97
40,1,17,23
33,3,37,0.892
30,0,84,114
34,0,48,82
47,1,35,12
51,1,83,-32
7,3,5,1.4
45,2,22,990
11,1,57,-46
42,0,96,138
3,1,13,-10
38,2,93,3534
3,0,33,36
67,0,41,108
70,0,88,158
22,2,12,264
10,1,100,-90
49,3,50,0.98
1,3,38,0.026
43,1,70,-27
21,2,49,1029
7,3,98,0.071
75,0,89,164
7,1,92,-85
54,2,99,5346
54,0,26,80
100,2,65,6500
93,0,60,153
36,2,15,540
74,0,98,172
3,3,80,0.037
6,1,66,-60
50,3,51,0.98
76,0,16,92
98,0,61,159
21,0,100,121
95,2,43,4085
2,1,87,-85
100,1,99,1
23,0,18,41
15,2,27,405
45,0,63,108
96,2,48,4608
80,2,45,3600
11,2,9,99
71,1,27,44
97,1,95,2
85,0,46,131
10,1,33,-23
63,3,68,0.926
33,3,5,6.6
92,0,57,149
94,1,87,7
52,2,28,1456
54,0,93,147
95,2,61,5795
7,2,90,630
98,3,15,6.533
22,2,89,1958
56,0,11,67
34,1,23,11
68,2,56,3808
15,0,37,52
8,3,62,0.129
17,2,4,68
25,1,9,16
76,0,83,159
73,2,72,5256
55,0,20,75
2,1,20,-18
77,0,65,142
23,0,85,108
84,0,76,160
76,2,31,2356
2,0,22,24
24,0,67,91
70,3,68,1.029
37,3,46,0.804
89,2,24,2136
97,1,28,69
60,2,30,1800
7,2,24,168
61,1,50,11
37,2,57,2109
94,1,20,74
65,2,71,4615
95,0,24,119
18,2,59,1062
56,1,45,11
100,0,25,125
3,3,23,0.13
55,0,87,142
5,3,87,0.057
2,0,89,91
87,0,10,97
35,2,67,2345
7,0,90,97
66,3,8,8.25
96,3,6,16.0
70,2,38,2660
68,1,1,67
72,3,68,1.059
74,0,28,102
70,2,63,4410
27,1,99,-72
70,2,88,6160
18,2,49,882
78,0,47,125
100,0,92,192
30,2,8,240
29,3,50,0.58
79,0,29,108
18,0,38,56
25,0,49,74
59,2,55,3245
78,3,39,2.0
31,1,66,-35
22,1,94,-72
64,1,36,28
48,3,10,4.8
87,0,77,164
19,2,98,1862
41,2,16,656
66,3,53,1.245
9,3,7,1.286
71,3,98,0.724
46,2,50,2300
34,3,13,2.615
27,1,32,-5
59,3,22,2.682
76,0,13,89
33,2,4,132
83,1,60,23
27,2,16,432
56,0,69,125
23,1,53,-30
30,2,20,600
57,0,51,108
79,0,96,175
4,0,53,57
22,1,27,-5
29,2,5,145
84,1,61,23
78,1,55,23
28,2,91,2548
9,0,54,63
42,1,77,-35
20,2,3,60
27,0,25,52
23,3,96,0.24
46,1,86,-40
30,2,32,960
60,3,31,1.935
5,3,53,0.094
96,0,64,160
35,0,73,108
77,3,39,1.974
63,2,3,189
38,2,94,3572
16,2,33,528
60,0,18,78
44,3,27,1.63
40,0,74,114
98,2,72,7056
60,2,60,3600
42,1,10,32
12,3,86,0.14
48,2,73,3504
68,0,66,134
5,0,47,52
27,0,92,119
44,2,8,352
25,2,49,1225
26,1,39,-13
46,1,19,27
99,2,52,5148
32,0,93,125
12,2,28,336
75,3,87,0.862
59,0,15,74
93,2,87,8091
13,2,100,1300
60,3,30,2.0
52,2,86,4472
43,0,41,84
85,0,34,119
51,1,73,-22
92,0,8,100
52,3,1,52.0
11,2,54,594
80,1,64,16
16,2,59,944
19,2,63,1197
44,1,86,-42
13,1,94,-81
33,3,82,0.402
47,2,76,3572
94,3,27,3.481
37,0,37,74
59,0,82,141
25,1,26,-1
83,3,82,1.012
43,1,60,-17
7,1,82,-75
18,3,98,0.184
71,2,4,284
37,2,60,2220
76,1,99,-23
51,1,6,45
90,3,5,18.0
70,0,30,100
22,0,45,67
29,0,56,85
93,3,58,1.603
85,2,22,1870
44,1,19,25
100,1,89,11
13,1,27,-14
39,1,95,-56
30,0,93,123
34,0,57,91
28,2,26,728
93,0,2,95
98,3,40,2.45
10,1,23,-13
41,3,96,0.427
40,0,4,44
1,3,40,0.025
7,1,15,-8
23,3,97,0.237
33,2,77,2541
22,3,42,0.524
11,2,56,616
99,1,21,78
66,3,48,1.375
41,3,43,0.953
63,1,43,20
68,2,2,136
91,2,51,4641
60,0,76,136
45,0,5,50
84,3,87,0.966
67,0,50,117
13,3,49,0.265
74,3,84,0.881
62,1,17,45
2,1,10,-8
100,1,22,78
97,2,28,2716
13,3,81,0.16
12,0,79,91
29,3,21,1.381
13,0,61,74
93,0,69,162
41,3,41,1.0
18,0,26,44
54,2,51,2754
33,2,19,627
23,0,27,50
84,0,18,102
45,0,72,117
96,1,57,39
24,0,9,33
36,3,36,1.0
46,0,54,100
74,2,18,1332
79,2,12,948
91,3,65,1.4
82,2,27,2214
15,0,46,61
69,3,69,1.0
31,2,54,1674
60,2,14,840
76,0,92,168
80,2,86,6880
55,2,16,880
62,0,40,102
23,0,94,117
84,0,85,169
50,2,92,4600
2,0,31,33
97,2,36,3492
24,0,76,100
34,1,60,-26
64,3,64,1.0
63,3,73,0.863
14,2,11,154
55,3,52,1.058
17,2,23,391
95,0,33,128
64,1,26,38
96,0,15,111
42,0,35,77
5,1,59,-54
97,1,65,32
55,0,96,151
61,1,87,-26
77,3,74,1.041
75,3,48,1.562
18,3,88,0.205
2,0,98,100
65,0,7,72
20,3,73,0.274
56,3,58,0.966
98,1,66,32
52,1,53,-1
7,0,99,106
57,1,53,4
56,1,82,-26
89,1,52,37
73,0,55,128
65,3,89,0.73
74,0,37,111
94,3,96,0.979
13,2,41,533
78,0,56,134
19,1,78,-59
52,1,48,4
25,0,58,83
16,1,70,-54
10,2,79,790
43,0,29,72
56,2,56,3136
87,0,86,173
8,2,87,696
56,1,15,41
33,3,91,0.363
30,0,14,44
30,1,63,-33
52,0,59,111
56,2,31,1736
6,2,97,582
64,2,3,192
19,1,11,8
37,2,63,2331
35,0,15,50
57,0,60,117
16,3,69,0.232
16,1,3,13
91,1,71,20
89,2,4,356
4,0,62,66
80,2,76,6080
69,3,3,23.0
82,1,57,25
22,0,33,55
96,2,77,7392
9,0,63,72
38,1,35,3
68,0,8,76
41,2,22,902
75,0,19,94
27,0,34,61
27,2,38,1026
32,2,43,1376
22,1,64,-42
35,0,82,117
17,3,48,0.354
99,0,90,189
51,2,22,1122
35,3,40,0.875
67,0,38,105
49,3,11,4.455
4,2,54,216
5,0,56,61
59,2,13,767
54,0,23,77
66,1,63,3
76,1,89,-13
9,1,8,1
61,2,30,1830
51,3,39,1.308
73,1,81,-8
10,0,57,67
25,2,12,300
59,0,24,83
98,0,58,156
4,2,68,272
35,3,70,0.5
12,3,19,0.632
46,0,42,88
27,3,36,0.75
46,1,56,-10
47,3,18,2.611
85,0,43,128
40,3,39,1.026
62,3,85,0.729
76,1,22,54
88,2,41,3608
4,3,75,0.053
40,1,44,-4
73,1,14,59
24,3,60,0.4
57,3,20,2.85
37,1,36,1
37,0,46,83
59,0,91,150
1,1,13,-12
55,0,17,72
77,0,62,139
3,1,40,-37
95,1,46,49
14,3,61,0.23
5,3,14,0.357
59,1,68,-9
68,2,74,5032
92,1,38,54
13,3,7,1.857
59,3,82,0.72
33,3,18,1.833
7,0,20,27
29,0,65,94
94,2,57,5358
43,1,97,-54
96,1,47,49
12,0,21,33
34,0,66,100
87,1,33,54
48,2,2,96
93,0,11,104
78,3,64,1.219
51,1,43,8
100,0,22,122
57,3,82,0.695
40,0,13,53
30,3,42,0.714
38,3,76,0.5
51,2,37,1887
80,1,34,46
100,2,93,9300
59,1,1,58
88,3,66,1.333
14,3,41,0.341
60,3,51,1.176
87,0,7,94
7,0,87,94
13,2,59,767
71,0,95,166
10,1,60,-50
80,3,24,3.333
43,1,30,13
86,3,44,1.955
7,1,52,-45
72,3,44,1.636
22,3,97,0.227
71,3,43,1.651
13,0,70,83
27,2,63,1701
79,0,26,105
18,0,35,53
65,1,62,3
47,3,7,6.714
94,3,82,1.146
62,1,54,8
51,2,97,4947
2,1,47,-45
100,1,59,41
67,2,92,6164
18,2,56,1008
84,0,27,111
23,0,36,59
8,3,64,0.125
70,3,94,0.745
1,2,81,81
53,2,80,4240
97,1,55,42
61,1,77,-16
94,1,47,47
24,1,79,-55
21,1,71,-50
16,3,6,2.667
42,3,39,1.077
72,0,89,161
15,0,55,70
19,0,91,110
11,3,15,0.733
93,1,90,3
57,3,30,1.9
84,0,94,178
90,1,82,8
92,2,55,5060
2,0,40,42
64,2,62,3968
45,3,10,4.5
9,0,51,60
73,2,30,2190
76,3,72,1.056
100,3,84,1.19
61,1,10,51
24,1,12,12
54,3,80,0.675
21,1,4,17
53,1,78,-25
16,3,1,16.0
87,3,99,0.879
85,1,77,8
11,1,94,-83
29,3,53,0.547
32,0,23,55
49,1,99,-50
14,3,90,0.156
99,0,78,177
51,0,93,144
56,1,5,51
